id,age,edu,edu_num,male,use_int_s,pri_con_m_b,inf_sha_att_m_b,inf_sha_beh_m_b,tim_int_m,tim_int_wor_m,tim_int_wee_m,t1_pri_con_01,t1_pri_con_02,t1_pri_con_03,t1_pri_con_04,t1_pri_con_05,t1_pri_con_06,t1_pri_con_07,t1_pri_con_08,t1_pri_con_09,t1_inf_sha_beh_01,t1_inf_sha_beh_02,t1_inf_sha_beh_03,t1_inf_sha_beh_04,t1_inf_sha_beh_05,t1_inf_sha_beh_06,t1_inf_sha_beh_07,t1_inf_sha_beh_08,t1_inf_sha_beh_09,t1_inf_sha_beh_10,t1_inf_sha_beh_11,t1_inf_sha_att_01,t1_inf_sha_att_02,t1_inf_sha_att_03,t1_inf_sha_att_04,t1_inf_sha_att_05,t1_inf_sha_att_06,t1_inf_sha_att_07,t1_inf_sha_att_08,t1_inf_sha_att_09,t1_inf_sha_att_10,t1_inf_sha_att_11,t1_tim_int_01,t1_tim_int_02,t1_tim_int_03,t1_tim_int_04,t1_tim_int_05,t1_na_per,t1_na_per_inf_sha_beh,t1_tim_int_wor,t1_tim_int_wee,t1_use_int,t1_tim_int,t1_pri_con_m,t1_inf_sha_att_m,t1_inf_sha_beh_m,t2_pri_con_01,t2_pri_con_02,t2_pri_con_03,t2_pri_con_04,t2_pri_con_05,t2_pri_con_06,t2_pri_con_07,t2_pri_con_08,t2_pri_con_09,t2_inf_sha_beh_01,t2_inf_sha_beh_02,t2_inf_sha_beh_03,t2_inf_sha_beh_04,t2_inf_sha_beh_05,t2_inf_sha_beh_06,t2_inf_sha_beh_07,t2_inf_sha_beh_08,t2_inf_sha_beh_09,t2_inf_sha_beh_10,t2_inf_sha_beh_11,t2_inf_sha_att_01,t2_inf_sha_att_02,t2_inf_sha_att_03,t2_inf_sha_att_04,t2_inf_sha_att_05,t2_inf_sha_att_06,t2_inf_sha_att_07,t2_inf_sha_att_08,t2_inf_sha_att_09,t2_inf_sha_att_10,t2_inf_sha_att_11,t2_tim_int_01,t2_tim_int_02,t2_tim_int_03,t2_tim_int_04,t2_tim_int_05,t2_na_per,t2_na_per_inf_sha_beh,t2_tim_int_wor,t2_tim_int_wee,t2_use_int,t2_tim_int,t2_pri_con_m,t2_inf_sha_att_m,t2_inf_sha_beh_m,t3_pri_con_01,t3_pri_con_02,t3_pri_con_03,t3_pri_con_04,t3_pri_con_05,t3_pri_con_06,t3_pri_con_07,t3_pri_con_08,t3_pri_con_09,t3_inf_sha_beh_01,t3_inf_sha_beh_02,t3_inf_sha_beh_03,t3_inf_sha_beh_04,t3_inf_sha_beh_05,t3_inf_sha_beh_06,t3_inf_sha_beh_07,t3_inf_sha_beh_08,t3_inf_sha_beh_09,t3_inf_sha_beh_10,t3_inf_sha_beh_11,t3_inf_sha_att_01,t3_inf_sha_att_02,t3_inf_sha_att_03,t3_inf_sha_att_04,t3_inf_sha_att_05,t3_inf_sha_att_06,t3_inf_sha_att_07,t3_inf_sha_att_08,t3_inf_sha_att_09,t3_inf_sha_att_10,t3_inf_sha_att_11,t3_tim_int_01,t3_tim_int_02,t3_tim_int_03,t3_tim_int_04,t3_tim_int_05,t3_na_per,t3_na_per_inf_sha_beh,t3_tim_int_wor,t3_tim_int_wee,t3_use_int,t3_tim_int,t3_pri_con_m,t3_inf_sha_att_m,t3_inf_sha_beh_m,t4_pri_con_01,t4_pri_con_02,t4_pri_con_03,t4_pri_con_04,t4_pri_con_05,t4_pri_con_06,t4_pri_con_07,t4_pri_con_08,t4_pri_con_09,t4_inf_sha_beh_01,t4_inf_sha_beh_02,t4_inf_sha_beh_03,t4_inf_sha_beh_04,t4_inf_sha_beh_05,t4_inf_sha_beh_06,t4_inf_sha_beh_07,t4_inf_sha_beh_08,t4_inf_sha_beh_09,t4_inf_sha_beh_10,t4_inf_sha_beh_11,t4_inf_sha_att_01,t4_inf_sha_att_02,t4_inf_sha_att_03,t4_inf_sha_att_04,t4_inf_sha_att_05,t4_inf_sha_att_06,t4_inf_sha_att_07,t4_inf_sha_att_08,t4_inf_sha_att_09,t4_inf_sha_att_10,t4_inf_sha_att_11,t4_tim_int_01,t4_tim_int_02,t4_tim_int_03,t4_tim_int_04,t4_tim_int_05,t4_na_per,t4_na_per_inf_sha_beh,t4_tim_int_wor,t4_tim_int_wee,t4_use_int,t4_tim_int,t4_pri_con_m,t4_inf_sha_att_m,t4_inf_sha_beh_m,t5_pri_con_01,t5_pri_con_02,t5_pri_con_03,t5_pri_con_04,t5_pri_con_05,t5_pri_con_06,t5_pri_con_07,t5_pri_con_08,t5_pri_con_09,t5_inf_sha_beh_01,t5_inf_sha_beh_02,t5_inf_sha_beh_03,t5_inf_sha_beh_04,t5_inf_sha_beh_05,t5_inf_sha_beh_06,t5_inf_sha_beh_07,t5_inf_sha_beh_08,t5_inf_sha_beh_09,t5_inf_sha_beh_10,t5_inf_sha_beh_11,t5_inf_sha_att_01,t5_inf_sha_att_02,t5_inf_sha_att_03,t5_inf_sha_att_04,t5_inf_sha_att_05,t5_inf_sha_att_06,t5_inf_sha_att_07,t5_inf_sha_att_08,t5_inf_sha_att_09,t5_inf_sha_att_10,t5_inf_sha_att_11,t5_tim_int_01,t5_tim_int_02,t5_tim_int_03,t5_tim_int_04,t5_tim_int_05,t5_na_per,t5_na_per_inf_sha_beh,t5_tim_int_wor,t5_tim_int_wee,t5_use_int,t5_tim_int,t5_pri_con_m,t5_inf_sha_att_m,t5_inf_sha_beh_m
202116,72,Master/Diplom/Magister,7,2,5,2,1,1.8,84.64285714285714,85,90,2,4,2,3,5,2,2,3,2,1,3,2,2,2,2,4,2,1,2,2,1,3,2,2,2,2,4,1,1,3,4,1,30,1,30,0,0,0,90,90,1,90,2.7777777777777777,2.272727272727273,2.090909090909091,2,5,4,3,5,1,2,2,3,1,1,2,2,2,2,3,2,1,2,2,1,3,2,2,2,2,3,1,1,2,4,1,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,3,2.090909090909091,1.8181818181818181,2,4,4,5,5,1,3,3,4,1,2,3,3,2,2,3,1,1,2,2,1,2,4,4,1,1,4,1,1,1,1,1,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,3.4444444444444446,1.9090909090909092,2,2,5,4,3,5,1,3,2,4,1,2,2,2,2,1,3,3,1,1,2,1,4,3,3,2,2,2,1,1,1,2,1,15,1,30,NA,0.02631578947368421,0,75,90,1,79.28571428571429,3.2222222222222223,2,1.8181818181818181,2,4,4,2,5,1,2,1,1,5,3,3,4,4,3,4,4,5,4,4,1,4,2,3,2,1,4,2,1,4,4,1,30,1,NA,NA,0.05263157894736842,0,90,NA,1,NA,2.4444444444444446,2.5454545454545454,3.909090909090909
202843,72,Berufausbildung,4,1,5,4.2,1,2.2,68.57142857142857,70,90,5,5,5,5,5,5,5,4,5,2,1,2,2,2,2,4,4,2,2,2,1,2,3,3,3,3,3,3,3,3,3,1,0,2,0,0,0,0,60,120,1,77.14285714285714,4.888888888888889,2.727272727272727,2.272727272727273,4,5,5,5,5,5,5,5,5,1,1,4,4,4,4,4,4,1,4,4,1,3,4,4,4,4,4,3,3,4,4,1,NA,1,30,NA,0.05263157894736842,0,NA,90,1,NA,4.888888888888889,3.4545454545454546,3.1818181818181817,4,5,5,5,5,5,5,5,5,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,1,0,1,0,NA,0.02631578947368421,0,60,60,1,60,4.888888888888889,2.6363636363636362,2.727272727272727,3,5,5,5,5,5,5,5,5,1,1,3,3,3,3,3,3,2,2,2,1,2,3,3,3,3,3,3,3,3,3,1,NA,5,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4.777777777777778,2.727272727272727,2.3636363636363638,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,1,3,4,4,4,4,5,2,NA,3,3,1,30,NA,45,NA,0.07894736842105263,0,90,NA,1,NA,5,3.3,2.8181818181818183
203034,72,Master/Diplom/Magister,7,1,5,4.2,2.2,3.4,88.28571428571429,90,84,4,5,5,5,5,4,5,5,5,3,1,3,3,3,3,3,3,1,1,2,3,3,4,4,4,4,4,4,1,3,4,1,30,2,0,0,0,0,90,120,1,98.57142857142857,4.777777777777778,3.4545454545454546,2.3636363636363638,4,5,5,5,5,4,5,5,5,2,1,2,2,2,2,3,2,1,1,1,2,1,3,3,3,3,3,3,1,2,2,2,0,1,0,NA,0.02631578947368421,0,120,60,1,102.85714285714286,4.777777777777778,2.3636363636363638,1.7272727272727273,4,5,5,5,5,5,5,5,5,5,1,4,4,4,4,4,4,1,1,1,1,1,2,3,3,3,3,3,1,1,2,1,30,1,30,NA,0.02631578947368421,0,90,90,1,90,4.888888888888889,2.090909090909091,3,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,1,30,NA,0.02631578947368421,0,90,90,1,90,5,1,3.4545454545454546,4,5,5,5,5,5,5,5,5,2,5,3,3,3,3,2,5,5,5,5,4,3,3,3,3,3,4,2,1,1,3,1,0,1,0,NA,0.02631578947368421,0,60,60,1,60,4.888888888888889,2.727272727272727,3.727272727272727
202181,72,Master/Diplom/Magister,7,1,5,3.2,3,3.6,108.85714285714286,102,126,4,5,5,3,5,2,2,4,4,1,2,3,3,3,2,3,2,1,2,3,2,3,4,4,4,3,3,3,2,3,3,1,30,2,0,0,0,0,90,120,1,98.57142857142857,3.7777777777777777,3.090909090909091,2.272727272727273,3,3,3,4,4,3,2,2,3,4,2,5,5,3,3,3,2,1,1,1,4,4,4,4,4,4,4,4,3,4,4,2,0,3,0,NA,0.02631578947368421,0,120,180,1,137.14285714285714,3,3.909090909090909,2.727272727272727,4,4,5,4,5,4,2,3,3,4,2,3,3,3,3,3,3,1,2,2,1,3,4,4,4,4,4,4,2,4,4,1,30,2,0,NA,0.02631578947368421,0,90,120,1,98.57142857142857,3.7777777777777777,3.4545454545454546,2.6363636363636362,3,4,5,2,5,2,2,2,2,4,2,3,3,3,3,3,3,1,3,3,4,4,4,4,3,3,3,3,2,3,3,1,30,2,30,NA,0.02631578947368421,0,90,150,1,107.14285714285714,3,3.272727272727273,2.8181818181818183,2,4,4,4,4,2,1,2,3,5,5,3,3,3,3,3,3,5,3,3,4,5,4,4,3,2,2,3,1,4,4,2,0,1,0,NA,0.02631578947368421,0,120,60,1,102.85714285714286,2.888888888888889,3.272727272727273,3.5454545454545454
204108,72,Promotion,8,1,5,4,1,1.8,123.21428571428572,142.5,75,2,4,3,4,3,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,60,60,1,60,2.888888888888889,1,1,5,5,4,4,5,4,4,5,5,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,0,2,0,NA,0.02631578947368421,0,120,120,1,120,4.555555555555555,1.9090909090909092,1.8181818181818181,5,5,5,5,4,3,4,4,5,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4.444444444444445,1.8181818181818181,1.4545454545454546,3,5,2,3,3,2,3,3,4,1,1,2,2,2,2,2,2,1,2,1,1,1,3,2,2,2,2,2,3,3,3,3,30,1,0,NA,0.02631578947368421,0,210,60,1,167.14285714285714,3.111111111111111,2.1818181818181817,1.6363636363636365,5,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,1,1,3,0,1,0,NA,0.02631578947368421,0,180,60,1,145.71428571428572,4.555555555555555,1.1818181818181819,5
201756,72,Master/Diplom/Magister,7,1,5,3,3.4,3.4,82.85714285714286,87.5,73.33333333333333,3,4,4,4,5,3,4,4,4,4,3,4,4,4,4,4,4,2,2,2,5,3,5,5,3,3,3,3,2,4,4,0,50,0,40,0,0,0,50,40,1,47.142857142857146,3.888888888888889,3.6363636363636362,3.3636363636363638,3,3,4,3,4,2,3,2,3,4,2,4,4,4,4,5,4,2,3,4,3,3,5,5,5,5,5,5,3,4,4,1,30,NA,60,NA,0.05263157894736842,0,90,NA,1,NA,3,4.2727272727272725,3.6363636363636362,3,3,4,3,5,2,4,2,3,4,4,5,5,4,4,5,5,2,2,2,4,4,5,5,4,4,4,4,2,2,3,1,0,1,0,NA,0.02631578947368421,0,60,60,1,60,3.2222222222222223,3.727272727272727,3.8181818181818183,3,3,5,3,5,3,3,3,3,4,3,4,4,3,3,5,5,2,2,2,2,2,4,5,3,2,3,3,3,2,4,2,30,2,0,NA,0.02631578947368421,0,150,120,1,141.42857142857142,3.4444444444444446,3,3.3636363636363638,3,4,4,3,5,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,5,4,4,3,2,3,2,NA,1,NA,NA,0.3684210526315789,1,NA,NA,1,NA,3.4444444444444446,3.6363636363636362,1
200138,72,Realschule,3,1,5,3.4,1.2,1.8,180,180,180,4,4,4,4,5,4,4,4,4,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,3,3,4,NA,4,NA,0,0.05263157894736842,0,NA,NA,1,NA,4.111111111111111,2,1.8181818181818181,4,4,4,4,4,4,3,3,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,2,2,2,3,3,4,NA,NA,NA,NA,0.10526315789473684,0,NA,NA,1,NA,3.6666666666666665,2.272727272727273,1.8181818181818181,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,4,4,NA,4,NA,NA,0.07894736842105263,0,NA,NA,1,NA,3,2.727272727272727,1.8181818181818181,3,3,2,3,4,3,2,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,NA,3,NA,NA,0.07894736842105263,0,NA,NA,1,NA,2.888888888888889,2.3636363636363638,2.272727272727273,3,3,3,3,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,4,3,3,3,3,3,0,3,0,NA,0.3157894736842105,1,180,180,1,180,2.7777777777777777,2.8181818181818183,1
204314,72,Master/Diplom/Magister,7,1,5,2.6,1.4,1,154.42857142857142,151,163,3,3,3,3,3,4,4,4,3,1,2,5,5,5,5,5,5,1,2,2,2,3,4,4,4,4,4,4,2,4,4,1,20,1,20,0,0,0,80,80,1,80,3.3333333333333335,3.5454545454545454,3.4545454545454546,2,4,2,3,3,3,3,3,3,1,1,3,3,3,3,3,3,1,2,2,2,2,4,4,4,4,4,3,2,4,4,3,45,4,0,NA,0.02631578947368421,0,225,240,1,229.28571428571428,2.888888888888889,3.3636363636363638,2.272727272727273,2,2,2,4,3,5,3,5,5,1,1,3,3,3,3,4,4,2,2,2,1,1,3,3,3,3,4,4,2,3,4,2,30,2,30,NA,0.02631578947368421,0,150,150,1,150,3.4444444444444446,2.8181818181818183,2.5454545454545454,3,3,2,3,5,4,3,4,3,1,2,3,3,3,3,3,3,2,2,2,1,2,4,4,4,4,4,4,2,4,4,2,30,3,15,NA,0.02631578947368421,0,150,195,1,162.85714285714286,3.3333333333333335,3.3636363636363638,2.4545454545454546,3,4,3,3,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,2,4,5,2,30,2,30,NA,0.02631578947368421,0,150,150,1,150,3.5555555555555554,3.4545454545454546,1
202780,72,NA,NA,2,5,4.4,1,1,68.57142857142857,75,90,4,5,5,4,5,4,4,4,5,1,1,2,2,2,2,2,1,2,1,1,1,1,3,3,3,3,3,2,2,1,1,NA,30,NA,NA,0,0.07894736842105263,0,NA,NA,1,NA,4.444444444444445,2.090909090909091,1.5454545454545454,4,4,4,4,5,3,2,2,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,0,1,30,NA,0.02631578947368421,0,60,90,1,68.57142857142857,3.5555555555555554,1.2727272727272727,1.1818181818181819,5,5,5,4,5,3,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,1,4,4,1,30,1,NA,NA,0.3421052631578947,1,90,NA,1,NA,4.333333333333333,2.727272727272727,1,4,5,5,5,5,3,2,4,4,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,30,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4.111111111111111,1.8181818181818181,1.6363636363636365,5,4,4,4,4,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,3,1,NA,1,30,NA,0.3421052631578947,1,NA,90,1,NA,3.111111111111111,1.8181818181818181,1
203880,72,Promotion,8,1,5,3,2.8,1.4,124.28571428571429,105,60,3,5,4,3,NA,2,5,4,5,2,1,3,3,2,2,3,2,1,2,2,2,1,3,3,3,1,3,1,2,3,3,NA,30,NA,30,0,0.07894736842105263,0,NA,NA,1,NA,3.875,2.272727272727273,2.090909090909091,4,2,2,5,1,4,5,5,5,1,1,2,2,2,2,2,2,1,1,1,3,1,3,3,3,1,3,1,2,3,1,1,30,NA,30,NA,0.05263157894736842,0,90,NA,1,NA,3.6666666666666665,2.1818181818181817,1.5454545454545454,3,4,2,4,4,4,5,4,5,2,1,2,2,2,2,3,2,1,2,2,3,1,3,3,3,3,3,3,2,3,3,2,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,3.888888888888889,2.727272727272727,1.9090909090909092,2,4,3,4,NA,4,4,4,5,1,1,3,3,3,3,3,3,1,2,2,3,1,3,3,3,3,3,3,2,4,3,2,30,1,0,NA,0.05263157894736842,0,150,60,1,124.28571428571429,3.75,2.8181818181818183,2.272727272727273,3,5,4,5,NA,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,3,3,3,2,2,2,2,1,15,1,NA,NA,0.3684210526315789,1,75,NA,1,NA,4.125,2.4545454545454546,1
203802,72,Realschule,3,1,5,1.8,2.2,1.6,81.42857142857143,90,60,2,2,2,3,1,1,3,4,4,2,1,1,2,2,2,2,2,1,2,2,1,1,1,2,3,1,3,1,1,2,2,1,NA,NA,30,0,0.05263157894736842,0,NA,NA,1,NA,2.4444444444444446,1.6363636363636365,1.7272727272727273,3,2,2,3,2,2,3,2,3,1,1,2,2,2,2,2,2,1,2,1,1,1,3,3,3,3,3,2,1,2,1,1,30,1,0,NA,0.02631578947368421,0,90,60,1,81.42857142857143,2.4444444444444446,2.090909090909091,1.6363636363636365,2,3,2,4,1,1,3,4,3,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,2,1,1,1,1,30,NA,30,NA,0.05263157894736842,0,90,NA,1,NA,2.5555555555555554,1.6363636363636365,1.5454545454545454,1,2,2,2,1,1,1,1,1,3,1,2,2,2,2,2,1,1,1,1,5,1,3,3,1,1,3,1,1,1,1,1,30,NA,30,NA,0.05263157894736842,0,90,NA,1,NA,1.3333333333333333,1.9090909090909092,1.6363636363636365,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,3,3,3,3,1,3,3,1,30,1,NA,NA,0.05263157894736842,0,90,NA,1,NA,1.8888888888888888,3,1
203435,72,Realschule,3,1,5,4.4,1.2,1,184.28571428571428,130,105,5,5,5,5,5,4,5,5,5,1,1,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,2,1,1,1,1,NA,1,NA,0,0.05263157894736842,0,NA,NA,1,NA,4.888888888888889,2,1.5454545454545454,5,5,5,5,5,5,5,5,5,1,1,5,5,2,2,2,1,1,1,1,1,1,3,3,3,3,4,3,1,1,1,1,30,1,NA,NA,0.05263157894736842,0,90,NA,1,NA,5,2.1818181818181817,2,2,5,5,5,5,5,5,4,5,1,1,2,2,2,1,3,3,1,2,2,2,3,4,4,4,3,4,3,1,1,1,2,NA,1,30,NA,0.05263157894736842,0,NA,90,1,NA,4.555555555555555,2.727272727272727,1.8181818181818181,5,5,5,5,5,5,5,5,5,1,1,4,4,3,3,5,4,1,2,1,1,2,3,3,3,3,3,2,1,1,1,1,30,NA,30,NA,0.05263157894736842,0,90,NA,1,NA,5,2.090909090909091,2.6363636363636362,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,4,3,1,1,1,3,30,2,0,NA,0.3157894736842105,1,210,120,1,184.28571428571428,5,2.1818181818181817,1
201576,72,Berufausbildung,4,1,5,3.2,2.75,1.8,117.85714285714286,97.5,150,3,4,4,4,4,4,5,5,5,1,1,2,2,2,2,3,2,2,1,1,1,1,4,4,4,4,4,4,4,3,3,1,45,2,30,0,0,0,105,150,1,117.85714285714286,4.222222222222222,3.272727272727273,1.7272727272727273,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,2,1,1,4,3,4,4,4,4,4,4,3,3,3,1,30,NA,40,NA,0.10526315789473684,0,90,NA,1,NA,3,3.6363636363636362,2.1818181818181817,4,4,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,2,1,1,3,3,4,4,4,4,4,3,3,3,4,NA,35,NA,40,NA,0.07894736842105263,0,NA,NA,1,NA,4,3.5454545454545454,1.6363636363636365,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,3,3,3,3,4,4,NA,30,NA,30,NA,0.3684210526315789,1,NA,NA,1,NA,4.555555555555555,3.3636363636363638,1,1,5,5,5,5,5,1,5,5,5,5,3,3,3,3,3,3,5,5,5,NA,NA,NA,3,3,3,5,5,3,3,3,NA,20,NA,30,NA,0.21052631578947367,0,NA,NA,1,NA,4.111111111111111,3.5,3.909090909090909
200186,71,Master/Diplom/Magister,7,1,5,2.6,1.4,2.4,147.14285714285714,150,140,3,4,3,4,2,2,1,3,5,3,1,2,2,2,2,3,2,2,2,2,1,1,3,3,3,2,3,3,3,4,4,1,NA,1,NA,0,0.05263157894736842,0,NA,NA,1,NA,3,2.727272727272727,2.090909090909091,2,4,3,4,2,1,1,4,5,3,1,3,3,3,3,3,3,1,2,2,3,1,3,3,3,3,5,5,2,5,5,3,30,4,0,NA,0.02631578947368421,0,210,240,1,218.57142857142858,2.888888888888889,3.4545454545454546,2.4545454545454546,2,2,4,5,4,4,2,5,5,2,1,3,3,3,3,3,3,1,1,1,1,1,4,4,4,3,3,3,2,2,3,2,0,2,0,NA,0.02631578947368421,0,120,120,1,120,3.6666666666666665,2.727272727272727,2.1818181818181817,3,3,4,3,4,4,1,4,5,1,1,2,3,3,2,3,2,1,2,2,1,1,3,4,4,2,4,2,2,4,4,2,0,1,0,NA,0.02631578947368421,0,120,60,1,102.85714285714286,3.4444444444444446,2.8181818181818183,2,3,5,2,4,5,2,5,4,5,3,2,3,3,3,3,3,3,2,2,2,1,1,3,3,3,3,3,3,3,3,3,NA,45,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,3.888888888888889,2.6363636363636362,2.6363636363636362
202662,71,Berufausbildung,4,2,5,3.2,1.6,2,90,90,90,4,4,4,4,5,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,30,NA,30,0,0.05263157894736842,0,NA,NA,1,NA,4.333333333333333,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,30,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,3,1,1,3,3,3,3,5,5,5,5,5,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,1,0,NA,0.02631578947368421,0,60,60,1,60,4.111111111111111,1.9090909090909092,1.8181818181818181,3,3,3,5,5,3,5,5,5,2,1,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,NA,3,NA,NA,0.07894736842105263,0,NA,NA,1,NA,4.111111111111111,2.6363636363636362,1.9090909090909092,3,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,2,0,2,0,NA,0.02631578947368421,0,120,120,1,120,4,3,4.545454545454546
202799,71,Master/Diplom/Magister,7,1,5,2.4,4,2.4,95.71428571428572,97.5,60,1,3,1,1,2,1,1,2,3,2,1,3,3,3,3,4,3,1,2,2,5,5,5,5,5,5,5,5,3,5,5,2,0,1,0,0,0,0,120,60,1,102.85714285714286,1.6666666666666667,4.818181818181818,2.4545454545454546,3,4,2,2,4,1,1,1,1,5,2,3,3,3,3,3,3,2,2,2,5,5,5,5,5,5,5,5,3,3,3,2,NA,1,NA,NA,0.07894736842105263,0,NA,NA,1,NA,2.111111111111111,4.454545454545454,2.8181818181818183,2,5,2,1,1,1,1,1,1,2,2,5,5,5,5,5,5,2,4,2,4,4,5,5,5,5,5,5,5,5,5,1,0,NA,30,NA,0.05263157894736842,0,60,NA,1,NA,1.6666666666666667,4.818181818181818,3.8181818181818183,3,4,1,1,1,1,1,1,2,2,2,3,3,3,3,3,2,2,2,2,4,4,4,4,2,2,5,3,3,3,3,1,30,1,0,NA,0.02631578947368421,0,90,60,1,81.42857142857143,1.6666666666666667,3.3636363636363638,2.4545454545454546,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,3,3,3,3,3,3,3,2,0,1,0,NA,0.3157894736842105,1,120,60,1,102.85714285714286,1.5555555555555556,3,1
203815,71,Promotion,8,1,5,2,3.6,2.8,30,30,30,2,3,3,3,4,2,3,3,3,1,1,2,2,2,2,2,2,1,2,2,1,1,3,3,3,3,3,3,1,3,3,1,NA,1,NA,0,0.05263157894736842,0,NA,NA,1,NA,2.888888888888889,2.4545454545454546,1.7272727272727273,3,4,4,4,5,4,4,4,5,1,1,2,2,2,2,2,2,1,1,1,5,4,4,4,4,4,4,4,1,1,1,1,NA,NA,30,NA,0.07894736842105263,0,NA,NA,1,NA,4.111111111111111,3.272727272727273,1.5454545454545454,2,4,4,4,4,3,3,3,3,2,1,2,2,2,2,2,2,1,1,2,2,2,3,3,3,3,4,3,1,3,3,1,NA,NA,10,NA,0.07894736842105263,0,NA,NA,1,NA,3.3333333333333335,2.727272727272727,1.7272727272727273,1,3,2,4,4,2,3,3,3,5,2,2,2,2,2,3,3,1,2,2,5,3,1,3,2,2,4,3,1,3,2,0,30,0,30,NA,0.02631578947368421,0,30,30,1,30,2.7777777777777777,2.6363636363636362,2.3636363636363638,2,3,3,4,4,2,3,3,4,5,5,4,4,4,4,4,4,5,4,4,5,2,3,3,3,3,3,3,1,2,2,NA,30,NA,10,NA,0.07894736842105263,0,NA,NA,1,NA,3.111111111111111,2.727272727272727,4.2727272727272725
